127,0,28,0.000028,28
127,0,784,0.000784,756
127,0,1620,0.00162,836
127,0,2500,0.0025,880
127,0,3372,0.003372,872
128,0,7688,0.007688,4316
130,2.99,23288,0.023288,15600
132,10.47,39928,0.039928,16640
134,20.46,57608,0.057608,17680
137,31.34,75288,0.075288,17680
139,41.96,92968,0.092968,17680
141,52.35,110648,0.110648,17680
143,62.65,129368,0.129368,18720
146,72.22,148088,0.148088,18720
148,80.39,166808,0.166808,18720
151,88,185528,0.185528,18720
153,95.11,204248,0.204248,18720
155,101.81,222968,0.222968,18720
158,108.19,242728,0.242728,19760
160,113.68,262488,0.262488,19760
163,118.36,282248,0.282248,19760
165,122.95,302008,0.302008,19760
167,127.46,321768,0.321768,19760
170,131.9,341528,0.341528,19760
172,136.28,361288,0.361288,19760
174,140.03,381048,0.381048,19760
177,143.23,400808,0.400808,19760
179,146.55,420568,0.420568,19760
181,149.97,440336,0.440336,19768
184,152.9,460088,0.460088,19752
186,155.41,479848,0.479848,19760
188,158.13,499608,0.499608,19760
190,161.05,519368,0.519368,19760
192,164.13,539128,0.539128,19760
195,166.77,558888,0.558888,19760
197,169.02,578648,0.578648,19760
199,171.53,598408,0.598408,19760
201,174.26,618168,0.618168,19760
203,177.19,637928,0.637928,19760
205,179.69,657688,0.657688,19760
207,181.83,677448,0.677448,19760
209,183.65,697208,0.697208,19760
211,185.8,716968,0.716968,19760
213,188.23,736728,0.736728,19760
215,190.3,756488,0.756488,19760
216,192.66,776248,0.776248,19760
218,195.26,796008,0.796008,19760
220,197.49,815772,0.815772,19764
222,199.39,835528,0.835528,19756
223,201.02,855288,0.855288,19760
225,202.99,875048,0.875048,19760
226,204.68,894808,0.894808,19760
228,206.12,914568,0.914568,19760
230,208.54,934328,0.934328,19760
231,210.6,954088,0.954088,19760
232,212.36,973848,0.973848,19760
234,213.86,993608,0.993608,19760
235,215.15,1013368,1.013368,19760
237,217.13,1034168,1.034168,20800
238,219.12,1054968,1.054968,20800
239,220.82,1075768,1.075768,20800
240,222.27,1096568,1.096568,20800
242,223.51,1117368,1.117368,20800
243,225.13,1138168,1.138168,20800
244,227.07,1158968,1.158968,20800
245,228.72,1179780,1.17978,20812
246,230.14,1200568,1.200568,20788
247,231.36,1221368,1.221368,20800
248,232.4,1242168,1.242168,20800
249,233.28,1262968,1.262968,20800
249,234.59,1283768,1.283768,20800
250,236.28,1304568,1.304568,20800
251,237.16,1325368,1.325368,20800
251,237.91,1346168,1.346168,20800
252,239.11,1366968,1.366968,20800
252,240.13,1387768,1.387768,20800
253,241.56,1408580,1.40858,20812
253,242.79,1429368,1.429368,20788
254,243.29,1450168,1.450168,20800
254,243.7,1470968,1.470968,20800
254,244.62,1491768,1.491768,20800
254,245.4,1512568,1.512568,20800
254,246.07,1533368,1.533368,20800
254,246.64,1554168,1.554168,20800
254,247.13,1574968,1.574968,20800
254,247.55,1595768,1.595768,20800
254,247.9,1616568,1.616568,20800
254,248.77,1637368,1.637368,20800
254,248.94,1658168,1.658168,20800
254,249.1,1678968,1.678968,20800
253,249.23,1699768,1.699768,20800
253,249.34,1720568,1.720568,20800
253,249.43,1741368,1.741368,20800
252,249.51,1762168,1.762168,20800
252,250.14,1782968,1.782968,20800
251,250.12,1803768,1.803768,20800
250,249.54,1824568,1.824568,20800
250,249.6,1845368,1.845368,20800
249,249.66,1866168,1.866168,20800
