127,0,28,28
127,0,784,756
127,0,1620,836
127,0,2500,880
127,0,3372,872
128,0,7688,4316
130,0,23288,15600
132,0,39928,16640
134,0,56568,16640
136,0,73208,16640
138,0,89848,16640
141,0,106488,16640
143,0,124168,17680
145,0,141848,17680
147,0,159528,17680
149,0,177208,17680
152,0,194888,17680
154,0,212568,17680
156,0,230248,17680
158,0,247928,17680
160,0,265608,17680
163,0,283288,17680
165,0,300968,17680
167,0,318648,17680
169,0,336328,17680
171,0,354008,17680
173,0,371688,17680
175,0,389368,17680
177,0,407048,17680
180,0,424728,17680
182,0,442408,17680
184,0,460088,17680
186,0,477768,17680
188,0,495448,17680
190,0,513128,17680
192,0,530808,17680
193,0,548488,17680
195,0,566168,17680
197,0,583848,17680
199,0,601528,17680
201,0,619208,17680
203,0,636888,17680
205,0,654568,17680
206,0,672248,17680
208,0,689928,17680
210,0,707608,17680
212,0,725288,17680
213,0,742968,17680
215,0,760648,17680
217,0,778328,17680
218,0,796008,17680
220,0,813688,17680
221,3.96,831368,17680
223,15.94,849048,17680
224,33.43,867768,18720
226,52.88,886488,18720
227,72.61,905208,18720
229,91.33,923928,18720
230,108.57,942648,18720
232,124.27,962408,19760
233,138.04,982168,19760
234,150.4,1001928,19760
236,161.83,1022728,20800
237,171.9,1043528,20800
238,180.49,1064328,20800
240,188.39,1085128,20800
241,195.69,1105936,20808
242,201.93,1126728,20792
243,207.27,1147528,20800
244,212.38,1168328,20800
245,217.31,1189128,20800
246,221.52,1209928,20800
247,225.11,1230728,20800
248,228.18,1251528,20800
249,230.8,1272328,20800
250,233.04,1293128,20800
250,234.95,1313928,20800
251,237.15,1334728,20800
252,239.02,1355528,20800
252,240.62,1376328,20800
253,242.55,1397128,20800
253,244.2,1417928,20800
253,245.6,1438736,20808
254,246.8,1459528,20792
254,247.83,1480328,20800
254,248.71,1501128,20800
254,249.45,1521928,20800
254,250.09,1542728,20800
254,251.2,1563528,20800
254,252.14,1584328,20800
254,252.39,1605128,20800
254,252.6,1625928,20800
254,253.34,1646728,20800
254,253.97,1667528,20800
254,253.95,1688328,20800
253,254.5,1709128,20800
253,254.96,1729928,20800
252,254.79,1750728,20800
252,255.21,1771536,20808
251,255.57,1792328,20792
251,255.32,1813128,20800
250,255.1,1833928,20800
249,254.92,1854728,20800
249,254.76,1875528,20800
248,254.62,1896328,20800
247,253.94,1917128,20800
246,253.37,1937928,20800
245,252.87,1958728,20800
244,252.45,1979528,20800
243,252.09,2000328,20800
242,251.22,2021128,20800
241,250.48,2041928,20800
239,249.84,2062728,20800
238,249.3,2083528,20800
237,248.83,2104336,20808
235,247.88,2125128,20792
234,247.07,2145928,20800
233,246.37,2166728,20800
231,245.21,2187528,20800
229,243.66,2208328,20800
228,242.34,2229128,20800
226,241.21,2249928,20800
225,239.68,2270728,20800
223,238.38,2291528,20800
221,237.27,2312328,20800
219,236.31,2333128,20800
217,234.94,2353928,20800
215,233.21,2374728,20800
214,231.73,2395528,20800
212,229.9,2416328,20800
210,228.33,2437136,20808
208,227,2457928,20792
205,224.75,2478728,20800
203,222.82,2499528,20800
201,221.17,2520328,20800
199,219.2,2541128,20800
197,217.52,2561928,20800
195,215.52,2582728,20800
192,213.81,2603536,20808
190,211.79,2624328,20792
188,209.51,2645128,20800
185,207.56,2665928,20800
183,205.33,2686728,20800
181,202.86,2707528,20800
178,200.2,2728328,20800
176,197.92,2749128,20800
173,195.97,2769936,20808
171,193.75,2790728,20792
168,191.3,2811528,20800
166,189.2,2832328,20800
163,186.84,2853128,20800
161,184.27,2873928,20800
158,182.07,2894728,20800
156,179.63,2915528,20800
153,176.99,2936328,20800
150,174.73,2957128,20800
148,172.24,2977928,20800
145,169.55,2998728,20800
143,166.7,3019528,20800
140,164.26,3040328,20800
137,161.61,3061128,20800
135,158.79,3081928,20800
132,156.38,3102736,20808
129,153.76,3123528,20792
127,150.97,3144328,20800
124,148.02,3165128,20800
121,145.5,3185928,20800
119,142.79,3206728,20800
116,139.91,3227528,20800
113,137.45,3248328,20800
111,134.79,3269128,20800
108,131.95,3289928,20800
106,128.97,3310728,20800
103,126.43,3331528,20800
100,123.69,3352328,20800
98,120.79,3373128,20800
95,118.11,3392888,19760
93,115.64,3412648,19760
90,112.94,3432408,19760
88,110.05,3452168,19760
86,107.57,3471928,19760
83,104.87,3491688,19760
81,102.56,3511448,19760
79,100,3531208,19760
76,97.22,3550968,19760
74,94.55,3569688,18720
72,91.98,3588408,18720
70,89.78,3607128,18720
68,87.9,3625860,18732
66,85.67,3644568,18708
63,83.15,3663288,18720
61,80.37,3682008,18720
59,77.99,3700728,18720
57,75.96,3719448,18720
55,73.61,3738168,18720
53,70.97,3756888,18720
51,68.72,3775608,18720
50,66.8,3794328,18720
48,64.53,3813048,18720
46,62.6,3831768,18720
44,60.32,3850488,18720
42,57.75,3869208,18720
40,56.18,3887940,18732
39,54.22,3906648,18708
37,51.92,3925368,18720
35,49.95,3944088,18720
34,48.27,3962808,18720
32,46.84,3981528,18720
30,44.37,4000248,18720
29,42.26,4018968,18720
27,40.46,4037688,18720
26,38.92,4056408,18720
25,37.6,4075128,18720
23,35.23,4093848,18720
22,33.21,4112568,18720
20,32.1,4131288,18720
19,30.53,4150008,18720
18,28.57,4168728,18720
17,26.9,4187448,18720
15,25.46,4206168,18720
14,24.24,4224888,18720
13,23.2,4243608,18720
12,21.68,4262328,18720
11,19.77,4281048,18720
10,18.75,4299768,18720
9,17.89,4318488,18720
8,16.56,4336168,17680
8,15.46,4353848,17680
7,13.87,4371528,17680
6,12.5,4389208,17680
5,11.34,4406888,17680
5,10.34,4424568,17680
4,9.49,4442248,17680
4,8.11,4458888,16640
3,7.63,4475528,16640
3,7.21,4492168,16640
2,6.16,4508808,16640
2,5.26,4525448,16640
1,4.49,4542088,16640
1,4.54,4558728,16640
1,4.58,4575368,16640
0,3.91,4592008,16640
0,3.34,4608648,16640
0,2.85,4625288,16640
0,2.44,4641928,16640
0,2.08,4658568,16640
0,1.78,4675208,16640
0,1.52,4691848,16640
0,1.3,4708488,16640
0,1.11,4725128,16640
0,0.94,4741768,16640
0,0.81,4758408,16640
0,0.69,4775048,16640
0,0.59,4791688,16640
0,0.5,4808328,16640
0,0.43,4824968,16640
1,0.37,4841608,16640
1,0.31,4858248,16640
1,0.27,4874888,16640
2,0.23,4891528,16640
2,0.19,4908168,16640
2,0.17,4924808,16640
3,0.14,4941448,16640
3,0.12,4958088,16640
4,0.1,4974728,16640
4,0.09,4991368,16640
5,0.08,5008008,16640
6,0.06,5024648,16640
6,0.06,5041288,16640
7,0.05,5057928,16640
8,0.04,5074568,16640
9,0.03,5091208,16640
9,0.73,5107848,16640
10,2.03,5124488,16640
11,2.43,5142168,17680
