100,0,1076,1076,,false,settle,,,,,,,
100,0,2192,1116,,false,settle,,,,,,,
100,0,3312,1120,,false,settle,,,,,,,
100,4.97,5660,2348,,false,settle,,,,,,,
100,14.21,24380,18720,,false,settle,,,,,,,
100,26.67,45180,20800,,false,settle,,,,,,,
100,45.24,65980,20800,,false,settle,,,,,,,
100,65.59,86780,20800,,false,settle,,,,,,,
100,84.65,107580,20800,,false,settle,,,,,,,
100,100.26,129420,21840,,settle,settle,,,,,,,
100,109.71,152300,22880,,settle,false,,,,,,,
100,112.07,175180,22880,,settle,false,,,,,,,
100,108.98,198060,22880,,settle,false,,,,,,,
100,102.76,220940,22880,,settle,false,,,,,,,
100,95.93,243820,22880,,false,settle,,,,,,,
100,90.82,265660,21840,,false,settle,,,,,,,
100,88.25,287500,21840,,false,settle,,,,,,,
100,87.67,309340,21840,,false,settle,,,,,,,
100,88.77,331180,21840,,false,settle,,,,,,,
100,91.32,353020,21840,,false,settle,,,,,,,
100,94.57,374860,21840,,false,settle,,,,,,,
100,96.8,396700,21840,,false,settle,,,,,,,
100,98.18,418540,21840,,settle,settle,,,,,,,
100,99.35,440380,21840,,settle,settle,,,,,,,
100,99.28,462220,21840,,settle,settle,,,,,,,
100,98.69,484060,21840,,settle,settle,,,,,,,
100,98.19,505900,21840,,settle,settle,,,,,,,
100,97.76,527740,21840,,false,settle,,,,,,,
100,97.39,549580,21840,,false,settle,,,,,,,
100,97.07,571420,21840,,false,settle,,,,,,,
100,97.34,593260,21840,,false,settle,,,,,,,
100,98.1,615100,21840,,settle,settle,,,,,,,
100,98.75,636948,21848,,settle,settle,,,,,,,
100,98.77,658780,21832,,settle,settle,,,,,,,
100,98.79,680620,21840,,settle,settle,,,,,,,
100,99.34,702460,21840,,settle,settle,,,,,,,
100,99.27,724300,21840,,settle,settle,,,,,,,
100,99.22,746140,21840,,settle,settle,,,,,,,
100,99.71,767980,21840,,settle,settle,,,,,,,
100,99.59,789820,21840,,settle,settle,,,,,,,
100,98.95,811660,21840,,settle,settle,,,,,,,
100,98.94,833500,21840,,settle,settle,,,,,,,
100,99.47,855340,21840,,settle,settle,,,,,,,
100,99.39,877180,21840,,settle,settle,,,,,,,
100,99.31,899020,21840,,settle,settle,,,,,,,
100,99.79,920860,21840,,settle,settle,,,,,,,
100,99.66,942700,21840,,settle,settle,,,,,,,
100,99.55,964540,21840,,settle,settle,,,,,,,
100,99.99,986380,21840,,settle,settle,,,,,,,
100,99.83,1008220,21840,,settle,settle,,,,,,,
100,99.35,1031100,22880,,settle,settle,,,,,,,
100,99.65,1053980,22880,,settle,settle,,,,,,,
100,99.9,1076860,22880,,settle,settle,,,,,,,
100,100.12,1099740,22880,,settle,settle,,,,,,,
100,99.99,1123660,23920,,settle,settle,,,,,,,
