88,0,0,,,,,
88,0,0,,kp,ki,kd,Some overshoot
88,0,0,,3.63,41.55,0.21,
88,0,0,,,,,
88,0,0.01,,,,,
88,1.45,0.02,,,,,
88,5.32,0.04,,,,,
88,11.81,0.06,,,,,
88,19.7,0.08,,,,,
88,28.68,0.09,,,,,
88,38.22,0.11,,,,,
88,46.99,0.13,,,,,
88,55.73,0.15,,,,,
88,63.81,0.17,,,,,
88,70.72,0.19,,,,,
88,77.23,0.21,,,,,
88,82.8,0.23,,,,,
88,86.31,0.24,,,,,
88,89.31,0.26,,,,,
88,91.87,0.28,,,,,
88,93.43,0.3,,,,,
88,94.76,0.32,,,,,
88,95.9,0.34,,,,,
88,96.25,0.36,,,,,
88,95.92,0.37,,,,,
88,95.02,0.39,,,,,
88,93.62,0.41,,,,,
88,93.06,0.43,,,,,
88,92.57,0.45,,,,,
88,92.16,0.47,,,,,
88,91.8,0.49,,,,,
88,90.25,0.51,,,,,
88,88.93,0.52,,,,,
88,89.05,0.54,,,,,
88,89.15,0.56,,,,,
88,88.61,0.58,,,,,
88,88.15,0.6,,,,,
88,87.14,0.62,,,,,
88,86.89,0.64,,,,,
88,87.3,0.66,,,,,
88,87.04,0.67,,,,,
88,87.43,0.69,,,,,
88,87.77,0.71,,,,,
88,87.43,0.73,,,,,
88,87.14,0.75,,,,,
88,86.9,0.77,,,,,
88,87.31,0.79,,,,,
88,88.29,0.81,,,,,
88,88.5,0.82,,,,,
88,88.06,0.84,,,,,
88,87.68,0.86,,,,,
88,87.36,0.88,,,,,
88,87.7,0.9,,,,,
88,88,0.92,,,,,
88,87.63,0.94,,,,,
88,87.94,0.96,,,,,
88,88.2,0.97,,,,,
88,88.42,0.99,,,,,
88,88.62,1.01,,,,,
88,88.16,1.03,,,,,
88,87.76,1.05,,,,,
88,88.05,1.07,,,,,
88,88.3,1.09,,,,,
88,87.88,1.1,,,,,
88,88.15,1.12,,,,,
88,88.38,1.14,,,,,
88,87.96,1.16,,,,,
88,87.59,1.18,,,,,
88,87.91,1.2,,,,,
88,88.17,1.22,,,,,
88,87.78,1.24,,,,,
88,88.06,1.25,,,,,
88,88.31,1.27,,,,,
88,87.89,1.29,,,,,
88,87.54,1.31,,,,,
88,87.86,1.33,,,,,
88,88.13,1.35,,,,,
88,88.37,1.37,,,,,
88,88.57,1.39,,,,,
88,88.12,1.4,,,,,
88,87.73,1.42,,,,,
88,87.4,1.44,,,,,
88,87.74,1.46,,,,,
88,88.03,1.48,,,,,
88,88.28,1.5,,,,,
88,88.49,1.52,,,,,
88,88.05,1.54,,,,,
88,87.67,1.55,,,,,
88,87.97,1.57,,,,,
88,88.23,1.59,,,,,
88,87.83,1.61,,,,,
88,87.48,1.63,,,,,
88,87.81,1.65,,,,,
88,88.09,1.67,,,,,
88,88.33,1.69,,,,,
88,88.54,1.7,,,,,
88,88.09,1.72,,,,,
88,87.71,1.74,,,,,
88,87.38,1.76,,,,,
88,87.72,1.78,,,,,
88,88.02,1.8,,,,,
88,88.27,1.82,,,,,
88,88.48,1.84,,,,,
88,88.04,1.85,,,,,
88,87.67,1.87,,,,,
88,87.97,1.89,,,,,
88,88.23,1.91,,,,,
88,87.82,1.93,,,,,
88,87.48,1.95,,,,,
88,87.81,1.97,,,,,
88,88.71,1.98,,,,,
88,88.86,2,,,,,
88,88.37,2.02,,,,,
88,87.94,2.04,,,,,
88,87.58,2.06,,,,,
88,87.27,2.08,,,,,
88,87.63,2.1,,,,,
88,87.94,2.12,,,,,
88,88.2,2.13,,,,,
88,88.43,2.15,,,,,
88,87.99,2.17,,,,,
88,87.62,2.19,,,,,
88,87.31,2.21,,,,,
88,87.66,2.23,,,,,
88,87.97,2.25,,,,,
88,88.22,2.27,,,,,
88,88.45,2.28,,,,,
88,88.01,2.3,,,,,
88,88.26,2.32,,,,,
88,88.48,2.34,,,,,
88,88.04,2.36,,,,,
88,87.66,2.38,,,,,
88,87.96,2.4,,,,,
88,88.22,2.42,,,,,
88,87.82,2.43,,,,,
88,87.47,2.45,,,,,
88,87.81,2.47,,,,,
88,88.09,2.49,,,,,
88,88.33,2.51,,,,,
88,88.54,2.53,,,,,
88,88.09,2.55,,,,,
88,87.7,2.57,,,,,
88,87.38,2.58,,,,,
88,87.72,2.6,,,,,
88,88.02,2.62,,,,,
88,88.27,2.64,,,,,
88,88.48,2.66,,,,,
88,88.04,2.68,,,,,
88,87.66,2.7,,,,,
88,87.97,2.71,,,,,
88,88.23,2.73,,,,,
88,87.82,2.75,,,,,
88,88.1,2.77,,,,,
88,88.34,2.79,,,,,
88,87.92,2.81,,,,,
88,87.56,2.83,,,,,
88,87.88,2.85,,,,,
88,88.15,2.86,,,,,
88,87.76,2.88,,,,,
88,88.05,2.9,,,,,
88,88.29,2.92,,,,,
88,87.88,2.94,,,,,
88,88.15,2.96,,,,,
88,88.38,2.98,,,,,
88,87.96,3,,,,,
88,87.59,3.01,,,,,
88,87.9,3.03,,,,,
88,88.17,3.05,,,,,
88,87.78,3.07,,,,,
88,88.06,3.09,,,,,
88,88.31,3.11,,,,,
88,87.89,3.13,,,,,
88,87.54,3.15,,,,,
88,87.86,3.16,,,,,
88,88.13,3.18,,,,,
88,88.37,3.2,,,,,
88,88.57,3.22,,,,,
88,88.11,3.24,,,,,
88,87.73,3.26,,,,,
88,87.4,3.28,,,,,
88,87.11,3.3,,,,,
88,87.5,3.31,,,,,
88,88.45,3.33,,,,,
88,88.64,3.35,,,,,
88,88.17,3.37,,,,,
88,87.78,3.39,,,,,
88,87.44,3.41,,,,,
88,87.78,3.43,,,,,
88,88.06,3.44,,,,,
