00.00,0.00,8.86
100.00,0.00,8.88
100.00,0.00,8.90
100.00,0.00,0.00
100.00,0.00,0.00
100.00,0.00,0.00
100.00,0.00,0.00
100.00,0.00,0.01
100.00,0.00,0.03
100.00,0.00,0.05
100.00,0.00,0.06
100.00,0.00,0.08
100.00,0.00,0.10
100.00,0.00,0.12
100.00,0.00,0.14
100.00,0.00,0.16
100.00,0.00,0.18
100.00,0.00,0.19
100.00,0.00,0.21
100.00,0.00,0.23
100.00,0.00,0.25
100.00,0.00,0.27
100.00,0.00,0.29
100.00,0.00,0.31
100.00,0.00,0.33
100.00,0.00,0.34
100.00,0.00,0.36
100.00,0.00,0.38
100.00,0.00,0.40
100.00,0.00,0.42
100.00,0.00,0.44
100.00,0.00,0.46
100.00,0.00,0.48
100.00,0.00,0.49
100.00,4.99,0.51
100.00,18.61,0.53
100.00,37.07,0.55
100.00,55.30,0.57
100.00,69.69,0.59
100.00,79.02,0.61
100.00,83.44,0.63
100.00,84.85,0.65
100.00,84.88,0.67
100.00,85.49,0.69
100.00,87.19,0.71
100.00,88.06,0.73
100.00,88.20,0.75
100.00,88.33,0.77
100.00,88.43,0.79
100.00,88.53,0.81
100.00,88.61,0.83
100.00,88.67,0.85
100.00,89.32,0.87
100.00,89.87,0.89
100.00,89.16,0.91
100.00,88.56,0.93
100.00,88.63,0.95
100.00,89.29,0.97
100.00,89.84,0.99
100.00,89.73,1.01
100.00,89.63,1.03
100.00,89.55,1.05
100.00,89.48,1.07
100.00,89.42,1.09
100.00,89.37,1.10
100.00,89.91,1.12
100.00,90.38,1.14
100.00,90.19,1.16
100.00,90.02,1.18
100.00,89.88,1.20
100.00,89.76,1.22
100.00,89.66,1.24
100.00,89.57,1.26
100.00,90.09,1.28
100.00,90.53,1.30
100.00,90.32,1.32
100.00,90.13,1.34
100.00,90.57,1.36
100.00,90.94,1.38
100.00,90.66,1.40
100.00,90.43,1.42
100.00,90.23,1.44
100.00,90.65,1.46
100.00,91.01,1.48
100.00,90.73,1.50
100.00,90.48,1.52
100.00,90.87,1.54
100.00,91.19,1.56
100.00,90.88,1.58
100.00,90.62,1.60
100.00,90.98,1.62
100.00,91.29,1.64
100.00,90.97,1.66
100.00,91.28,1.68
100.00,91.55,1.70
100.00,91.18,1.72
100.00,90.87,1.74
100.00,91.20,1.76
100.00,91.48,1.78
100.00,91.13,1.80
100.00,91.42,1.82
100.00,91.66,1.84
100.00,91.28,1.86
100.00,91.55,1.88
100.00,91.78,1.90
100.00,91.38,1.92
100.00,91.63,1.93
100.00,91.85,1.95
100.00,92.03,1.97
100.00,92.19,1.99
100.00,91.73,2.01
100.00,91.34,2.03
100.00,91.60,2.05
100.00,92.41,2.07
100.00,92.51,2.09
100.00,92.01,2.11
100.00,92.17,2.13
100.00,92.31,2.15
100.00,91.84,2.17
100.00,92.02,2.19
100.00,92.77,2.21
100.00,92.82,2.23
100.00,92.27,2.25
100.00,91.80,2.27
100.00,91.99,2.29
100.00,92.75,2.31
100.00,92.80,2.33
100.00,92.85,2.35
100.00,92.88,2.37
100.00,92.33,2.39
100.00,92.44,2.41
100.00,92.54,2.43
100.00,92.62,2.45
100.00,92.69,2.47
100.00,92.75,2.49
100.00,93.39,2.51
100.00,93.35,2.53
100.00,92.73,2.55
100.00,92.79,2.57
100.00,92.83,2.59
100.00,92.87,2.61
100.00,92.91,2.63
100.00,92.94,2.65
100.00,92.96,2.67
100.00,92.98,2.69
100.00,93.59,2.71
100.00,93.52,2.73
100.00,92.87,2.75
100.00,92.91,2.76
100.00,93.53,2.78
100.00,93.47,2.80
100.00,93.41,2.82
100.00,93.37,2.84
100.00,93.33,2.86
100.00,93.30,2.88
100.00,93.27,2.90
100.00,93.84,2.92
100.00,93.73,2.94
100.00,93.64,2.96
100.00,94.16,2.98
100.00,94.00,3.00
100.00,93.87,3.02
100.00,93.76,3.04
100.00,93.67,3.06
100.00,93.59,3.08
100.00,93.52,3.10
100.00,94.05,3.12
100.00,94.50,3.14
100.00,94.30,3.16
100.00,94.13,3.18
100.00,93.98,3.20
100.00,93.85,3.22
100.00,94.33,3.24
100.00,94.16,3.26
100.00,94.00,3.28
100.00,94.46,3.30
100.00,94.26,3.32
100.00,94.10,3.34
100.00,94.54,3.36
100.00,94.34,3.38
100.00,94.16,3.40
100.00,94.59,3.42
100.00,94.38,3.44
100.00,94.19,3.46
100.00,94.63,3.48
100.00,95.00,3.50
100.00,94.72,3.52
100.00,94.49,3.54
100.00,94.28,3.56
100.00,94.11,3.57
100.00,94.56,3.59
100.00,94.94,3.61
100.00,94.67,3.63
100.00,94.44,3.65
100.00,94.84,3.67
100.00,94.59,3.69
100.00,94.37,3.71
100.00,94.78,3.73
100.00,95.13,3.75
100.00,94.83,3.77
100.00,94.58,3.79
100.00,94.96,3.81
100.00,95.28,3.83
100.00,95.55,3.85
100.00,95.20,3.87
100.00,94.89,3.89
100.00,95.22,3.91
100.00,94.91,3.93
100.00,94.65,3.95
100.00,95.02,3.97
100.00,95.33,3.99
100.00,95.01,4.01
100.00,94.73,4.03
100.00,95.08,4.05
100.00,95.39,4.07
100.00,95.65,4.09
100.00,95.28,4.11
100.00,94.96,4.13
100.00,95.28,4.15
100.00,95.55,4.17
100.00,95.79,4.19
100.00,95.40,4.21
100.00,95.06,4.23
100.00,95.37,4.25
100.00,95.63,4.27
100.00,95.85,4.29
