100,0,28,,,kp,ki,kd
100,100.34,22184700,,,,,
100,100.52,22209660,,,,,
100,99.88,22234620,,,,,
100,99.64,22258540,,,,,
100,99.74,22282460,,,,,
100,100.32,22306380,,,,,
100,100.5,22331340,,,,,
100,99.87,22356300,,,,,
100,99.63,22380220,,,,,
100,99.73,22404140,,,,,
100,100.31,22428060,,,,,
100,100.49,22453020,,,,,
100,99.86,22477980,,,,,
100,99.62,22501900,,,,,
100,100.21,22525820,,,,,
100,100.41,22550780,,,,,
100,99.79,22575740,,,,,
100,99.56,22599660,,,,,
100,100.16,22623592,,,,,
100,100.37,22648540,,,,,
100,99.75,22673500,,,,,
100,99.53,22697420,,,,,
100,99.65,22721340,,,,,
100,100.24,22745260,,,,,
100,100.43,22770220,,,,,
100,100.27,22795180,,,,,
100,100.14,22820140,,,,,
100,99.56,22845100,,,,,
100,99.36,22869020,,,,,
100,99.99,22892940,,,,,
100,100.53,22916860,,,,,
100,100.2,22941820,,,,,
100,100.07,22966780,,,,,
100,99.97,22991740,,,,,
100,99.71,23015660,,,,,
100,99.8,23039580,,,,,
100,99.88,23063500,,,,,
100,100.43,23087420,,,,,
100,100.6,23112380,,,,,
100,99.95,23137340,,,,,
100,99.21,23161260,,,,,
100,99.38,23185180,,,,,
100,100,23209100,,,,,
100,100.21,23234060,,,,,
100,100.55,23259020,,,,,
100,100.38,23283980,,,,,
100,99.76,23308940,,,,,
100,99.54,23332860,,,,,
100,100.14,23356780,,,,,
100,100.35,23381740,,,,,
100,100.21,23406700,,,,,
100,100.08,23431660,,,,,
100,99.51,23456620,,,,,
100,99.32,23480552,,,,,
100,99.95,23504460,,,,,
100,100.5,23528380,,,,,
100,100.64,23553340,,,,,
100,100.45,23578300,,,,,
100,99.82,23603260,,,,,
100,99.1,23627180,,,,,
100,99.28,23651100,,,,,
100,100.41,23675020,,,,,
100,100.58,23699980,,,,,
100,99.93,23724940,,,,,
100,99.69,23748860,,,,,
100,99.78,23772780,,,,,
100,99.86,23796700,,,,,
100,99.93,23820620,,,,,
100,99.99,23844540,,,,,
100,100.04,23868460,,,,,
100,100.24,23893420,,,,,
100,100.58,23918380,,,,,
100,100.4,23943340,,,,,
100,99.78,23968300,,,,,
100,99.55,23992220,,,,,
100,99.67,24016140,,,,,
100,100.25,24040060,,,,,
100,100.45,24065020,,,,,
100,99.82,24089980,,,,,
100,99.59,24113900,,,,,
100,99.7,24137820,,,,,
100,100.28,24161740,,,,,
100,100.47,24186700,,,,,
100,100.3,24211660,,,,,
100,100.16,24236620,,,,,
100,99.58,24261580,,,,,
100,99.38,24285500,,,,,
100,100.01,24309420,,,,,
100,100.71,24334380,,,,,
100,100.51,24359340,,,,,
100,99.87,24384300,,,,,
100,99.63,24408220,,,,,
100,99.73,24432140,,,,,
100,99.82,24456060,,,,,
100,99.89,24479980,,,,,
100,99.96,24503900,,,,,
100,100.01,24527820,,,,,
100,100.22,24552780,,,,,
100,100.56,24577740,,,,,
100,100.38,24602700,,,,,
100,99.77,24627660,,,,,
100,99.54,24651580,,,,,
100,99.66,24675500,,,,,
100,99.76,24699420,,,,,
100,99.84,24723340,,,,,
100,100.4,24747260,,,,,
100,100.57,24772220,,,,,
100,99.93,24797180,,,,,
100,99.68,24821100,,,,,
100,99.77,24845020,,,,,
100,99.85,24868940,,,,,
100,99.92,24892860,,,,,
100,99.98,24916780,,,,,
100,100.52,24940700,,,,,
100,100.68,24965660,,,,,
100,100.01,24990620,,,,,
100,99.45,25015580,,,,,
100,99.27,25039500,,,,,
100,99.43,25063420,,,,,
100,100.05,25087340,,,,,
100,100.74,25112300,,,,,
100,100.54,25137260,,,,,
100,99.9,25162220,,,,,
100,99.65,25186140,,,,,
100,99.75,25210060,,,,,
100,99.84,25233980,,,,,
100,100.4,25257900,,,,,
100,100.57,25282860,,,,,
100,99.92,25307820,,,,,
100,99.68,25331740,,,,,
100,99.77,25355660,,,,,
100,99.85,25379580,,,,,
100,99.92,25403500,,,,,
100,100.47,25427420,,,,,
100,100.63,25452380,,,,,
100,99.98,25477340,,,,,
100,99.23,25501260,,,,,
100,99.39,25525180,,,,,
100,100.02,25549100,,,,,
100,100.23,25574060,,,,,
100,100.57,25599020,,,,,
100,100.39,25623980,,,,,
100,99.77,25648940,,,,,
100,99.55,25672860,,,,,
100,99.66,25696780,,,,,
100,100.25,25720700,,,,,
100,100.44,25745660,,,,,
100,99.81,25770620,,,,,
100,99.58,25794540,,,,,
100,99.69,25818460,,,,,
100,100.27,25842380,,,,,
100,100.46,25867340,,,,,
100,100.3,25892300,,,,,
100,100.16,25917260,,,,,
100,99.58,25942220,,,,,
100,99.38,25966140,,,,,
100,100.01,25990060,,,,,
100,100.24,26015020,,,,,
100,100.11,26039980,,,,,
100,100,26064940,,,,,
100,99.9,26089900,,,,,
100,100.13,26113820,,,,,
100,100.32,26138780,,,,,
100,100.18,26163740,,,,,
100,100.06,26188700,,,,,
100,99.95,26213660,,,,,
100,99.7,26237580,,,,,
100,99.79,26261500,,,,,
100,99.87,26285420,,,,,
100,99.94,26309340,,,,,
100,100.48,26333260,,,,,
100,100.64,26358220,,,,,
100,99.99,26383180,,,,,
100,99.24,26407100,,,,,
100,99.4,26431020,,,,,
100,100.03,26454940,,,,,
100,100.23,26479900,,,,,
100,100.1,26504860,,,,,
100,99.99,26529820,,,,,
100,100.21,26553740,,,,,
100,99.92,26578700,,,,,
100,99.67,26602620,,,,,
100,100.26,26626540,,,,,
100,100.45,26651500,,,,,
100,100.29,26676460,,,,,
100,100.15,26701420,,,,,
100,99.57,26726380,,,,,
100,99.37,26750300,,,,,
100,100,26774220,,,,,
100,100.23,26799180,,,,,
100,100.1,26824140,,,,,
100,99.99,26849100,,,,,
100,99.74,26873020,,,,,
100,99.82,26896940,,,,,
100,99.9,26920860,,,,,
100,100.45,26944780,,,,,
100,100.61,26969740,,,,,
100,99.96,26994708,,,,,
100,99.71,27018620,,,,,
100,99.8,27042540,,,,,
100,99.88,27066460,,,,,
100,99.94,27090380,,,,,
100,100,27114300,,,,,
100,100.21,27139260,,,,,
100,100.08,27164220,,,,,
100,99.98,27189180,,,,,
100,99.7,27213100,,,,,
100,99.79,27237020,,,,,
100,100.36,27260948,,,,,
100,100.05,27285900,,,,,
100,99.95,27310860,,,,,
100,100.17,27334780,,,,,
100,99.88,27359740,,,,,
100,99.64,27383660,,,,,
100,99.74,27407580,,,,,
100,100.32,27431500,,,,,
100,100.5,27456460,,,,,
100,100.33,27481420,,,,,
100,100.19,27506380,,,,,
100,99.6,27531340,,,,,
100,99.4,27555260,,,,,
100,100.02,27579180,,,,,
100,100.25,27604140,,,,,
100,100.12,27629100,,,,,
100,100.01,27654060,,,,,
100,99.91,27679020,,,,,
100,100.14,27702940,,,,,
100,99.86,27727900,,,,,
100,99.62,27751820,,,,,
100,99.72,27775740,,,,,
100,100.3,27799660,,,,,
100,100.49,27824620,,,,,
100,100.32,27849580,,,,,
100,100.18,27874540,,,,,
100,99.59,27899500,,,,,
100,99.39,27923420,,,,,
100,100.02,27947340,,,,,
100,100.25,27972300,,,,,
100,100.12,27997260,,,,,
100,100,28022220,,,,,
100,99.91,28047180,,,,,
100,100.13,28071100,,,,,
100,99.86,28096060,,,,,
100,99.62,28119980,,,,,
100,99.72,28143900,,,,,
100,100.3,28167820,,,,,
100,100.48,28192788,,,,,
100,100.32,28217740,,,,,
100,100.18,28242700,,,,,
100,99.59,28267660,,,,,
100,99.39,28291580,,,,,
100,100.02,28315500,,,,,
100,100.25,28340460,,,,,
100,100.12,28365420,,,,,
100,100,28390380,,,,,
100,99.91,28415340,,,,,
100,100.13,28439260,,,,,
100,99.86,28464220,,,,,
100,99.62,28488140,,,,,
100,100.21,28512060,,,,,
100,100.41,28537020,,,,,
100,99.79,28561980,,,,,
100,99.56,28585900,,,,,
100,100.16,28609820,,,,,
