100,0,28,0.000028,,,,,
100,0,1076,0.001076,,,Kp,Ki,Kd
100,0,2192,0.002192,,,0.6,5.1,0.017
100,0,3304,0.003304,,,,,
100,0,5660,0.00566,,,,,
100,1.87,24380,0.02438,,,,,
100,6.43,44140,0.04414,,,,,
100,12.58,63900,0.0639,,,,,
100,19.93,84700,0.0847,,,,,
100,27.13,105500,0.1055,,,,,
100,34.11,127340,0.12734,,,,,
100,40.89,149180,0.14918,,,,,
100,46.68,171028,0.171028,,,,,
100,52.17,192860,0.19286,,,,,
100,57.92,214700,0.2147,,,,,
100,62.83,236540,0.23654,,,,,
100,67.03,258380,0.25838,,,,,
100,71.68,280232,0.280232,,,,,
100,75.65,302060,0.30206,,,,,
100,78.51,323900,0.3239,,,,,
100,81.49,345740,0.34574,,,,,
100,84.56,367580,0.36758,,,,,
100,86.66,389420,0.38942,,,,,
100,88.44,411260,0.41126,,,,,
100,90.5,433100,0.4331,,,,,
100,92.26,454940,0.45494,,,,,
100,93.77,476780,0.47678,,,,,
100,95.05,498620,0.49862,,,,,
100,96.15,520460,0.52046,,,,,
100,97.62,542304,0.542304,,,,,
100,98.87,564152,0.564152,,,,,
100,98.87,585980,0.58598,,,,,
100,98.88,607820,0.60782,,,,,
100,99.42,629660,0.62966,,,,,
100,99.87,651500,0.6515,,,,,
100,100.27,673340,0.67334,,,,,
100,100.77,696220,0.69622,,,,,
100,100.86,719100,0.7191,,,,,
100,100.94,741980,0.74198,,,,,
100,101,764860,0.76486,,,,,
100,101.06,787740,0.78774,,,,,
100,101.11,810620,0.81062,,,,,
100,101.15,833500,0.8335,,,,,
100,101.19,856380,0.85638,,,,,
100,100.71,879260,0.87926,,,,,
100,100.81,902140,0.90214,,,,,
100,100.89,925020,0.92502,,,,,
100,100.45,947900,0.9479,,,,,
100,100.59,970780,0.97078,,,,,
100,100.71,993660,0.99366,,,,,
100,100.3,1016540,1.01654,,,,,
100,100.12,1040460,1.04046,,,,,
100,100.15,1064380,1.06438,,,,,
100,100.18,1088300,1.0883,,,,,
100,100.2,1112220,1.11222,,,,,
100,100.22,1136140,1.13614,,,,,
100,100.23,1160060,1.16006,,,,,
100,100.25,1183980,1.18398,,,,,
100,100.26,1207900,1.2079,,,,,
100,100.27,1231820,1.23182,,,,,
100,100.28,1255740,1.25574,,,,,
100,100.29,1279660,1.27966,,,,,
100,100.29,1303580,1.30358,,,,,
100,100.3,1327500,1.3275,,,,,
100,99.81,1351420,1.35142,,,,,
100,99.73,1374300,1.3743,,,,,
100,99.97,1397180,1.39718,,,,,
100,99.67,1420060,1.42006,,,,,
100,99.92,1442940,1.44294,,,,,
100,100.14,1465820,1.46582,,,,,
100,99.99,1489740,1.48974,,,,,
100,99.86,1512620,1.51262,,,,,
100,100.08,1535500,1.5355,,,,,
100,100.45,1559420,1.55942,,,,,
100,100.43,1583348,1.583348,,,,,
100,99.93,1607260,1.60726,,,,,
100,99.83,1630140,1.63014,,,,,
100,100.06,1653020,1.65302,,,,,
100,99.92,1676940,1.67694,,,,,
100,99.8,1699820,1.69982,,,,,
100,100.04,1722700,1.7227,,,,,
100,100.41,1746620,1.74662,,,,,
100,99.91,1770540,1.77054,,,,,
100,99.82,1793420,1.79342,,,,,
100,100.05,1816300,1.8163,,,,,
100,99.91,1840220,1.84022,,,,,
100,99.79,1863100,1.8631,,,,,
100,100.03,1885980,1.88598,,,,,
100,100.4,1909900,1.9099,,,,,
100,99.9,1933820,1.93382,,,,,
100,99.81,1956700,1.9567,,,,,
100,100.04,1979580,1.97958,,,,,
100,99.91,2003500,2.0035,,,,,
100,99.79,2026380,2.02638,,,,,
100,100.02,2049260,2.04926,,,,,
100,100.4,2073180,2.07318,,,,,
100,100.39,2097100,2.0971,,,,,
100,99.89,2121020,2.12102,,,,,
100,99.8,2143900,2.1439,,,,,
100,100.03,2166780,2.16678,,,,,
100,99.9,2190700,2.1907,,,,,
100,99.78,2213580,2.21358,,,,,
100,100.02,2236460,2.23646,,,,,
100,100.4,2260380,2.26038,,,,,
100,100.39,2284300,2.2843,,,,,
100,99.89,2308220,2.30822,,,,,
100,99.8,2331100,2.3311,,,,,
100,100.03,2353980,2.35398,,,,,
100,99.9,2377900,2.3779,,,,,
100,99.78,2400780,2.40078,,,,,
100,100.02,2423660,2.42366,,,,,
100,100.39,2447580,2.44758,,,,,
100,100.38,2471500,2.4715,,,,,
100,100.38,2495420,2.49542,,,,,
100,99.88,2519340,2.51934,,,,,
100,99.79,2542220,2.54222,,,,,
100,100.02,2565100,2.5651,,,,,
100,99.89,2589020,2.58902,,,,,
100,99.78,2611900,2.6119,,,,,
100,100.01,2634792,2.634792,,,,,
100,99.9,2658700,2.6587,,,,,
100,99.81,2681580,2.68158,,,,,
100,100.04,2704460,2.70446,,,,,
100,99.9,2728380,2.72838,,,,,
100,99.79,2751260,2.75126,,,,,
100,100.02,2774140,2.77414,,,,,
100,99.91,2798060,2.79806,,,,,
100,99.82,2820940,2.82094,,,,,
100,100.05,2843820,2.84382,,,,,
100,99.91,2867740,2.86774,,,,,
100,99.79,2890620,2.89062,,,,,
100,100.03,2913500,2.9135,,,,,
100,100.4,2937420,2.93742,,,,,
100,99.9,2961340,2.96134,,,,,
100,99.81,2984220,2.98422,,,,,
100,100.04,3007100,3.0071,,,,,
100,99.91,3031020,3.03102,,,,,
